creativity,logic,social,risk,patience,design_interest,coding_interest,math_strength,communication,gadget_interest,stability_preference,self_learning,role_label
9,8,7,4,9,9,3,8,5,9,3,7,Data Analyst
8,7,7,8,4,8,6,6,2,8,7,6,Robotics Engineer
5,6,6,7,8,9,6,3,8,8,4,9,Cloud Engineer
4,10,8,5,6,6,7,8,8,4,2,9,Data Scientist
6,8,6,5,2,5,8,4,5,8,6,8,Cloud Engineer
1,9,6,10,7,6,8,5,5,9,9,7,Web3 Developer
8,7,7,4,5,8,8,10,6,4,9,8,Game Developer
8,5,7,2,5,6,8,9,10,7,5,8,ML Engineer
8,7,6,7,8,4,5,6,3,6,9,7,QA/Automation Tester
8,6,8,6,6,8,5,5,9,1,6,4,Product Manager
4,8,5,2,9,10,3,8,3,6,3,3,Data Analyst
4,9,7,4,8,7,9,9,4,7,6,3,Backend Developer
9,8,9,8,7,6,5,8,9,1,8,7,Digital Marketing Analyst
7,3,10,9,8,2,8,7,9,5,8,5,Product Manager
9,7,6,7,2,9,9,3,9,4,1,8,Game Developer
9,4,10,8,4,5,5,7,10,6,2,4,Digital Marketing Analyst
9,8,4,8,6,3,7,7,5,9,4,8,Full Stack Developer
6,5,9,7,9,4,8,3,8,2,4,1,DevOps Engineer
9,3,6,7,10,6,8,3,9,2,6,5,IT Support Engineer
3,8,4,9,9,5,8,6,6,5,10,2,Backend Developer
5,10,3,4,5,9,7,3,6,9,7,8,Robotics Engineer
8,7,5,9,8,5,6,8,4,5,7,8,Data Analyst
9,6,2,8,6,9,4,2,7,10,4,7,UI/UX Designer
5,6,7,8,9,9,6,2,7,2,4,7,Web3 Developer
7,3,3,4,6,6,9,6,5,9,2,6,Mobile App Developer
8,9,5,5,7,10,9,7,7,5,9,4,Backend Developer
1,7,10,10,5,1,6,4,6,8,8,6,Systems Engineer
9,4,7,7,8,10,7,9,9,5,9,4,AR/VR Developer
9,9,5,8,3,9,2,10,5,8,4,3,Robotics Engineer
9,7,3,7,7,8,4,7,10,9,9,3,AR/VR Developer
9,8,10,3,8,5,2,6,9,6,2,6,Digital Marketing Analyst
7,4,10,8,2,7,2,6,10,5,9,7,Product Manager
7,10,6,5,3,7,9,9,3,6,6,10,Full Stack Developer
4,7,9,10,8,5,10,7,6,9,7,7,QA/Automation Tester
7,9,3,1,9,7,9,6,8,7,9,4,QA/Automation Tester
9,6,8,6,3,9,9,2,4,9,7,8,Frontend Developer
10,4,1,4,4,9,6,4,10,4,8,9,UI/UX Designer
2,3,8,10,5,7,5,7,10,3,7,7,Technical Writer
6,8,4,6,9,7,3,6,5,10,9,6,Cybersecurity Analyst
8,7,8,6,9,7,7,7,5,3,7,3,Cybersecurity Analyst
10,6,6,4,10,7,5,5,4,2,7,10,Frontend Developer
6,8,1,1,6,3,4,3,6,10,6,6,Robotics Engineer
9,4,9,5,4,7,5,2,8,8,5,9,Product Manager
7,9,9,7,7,8,8,7,5,1,6,7,Game Developer
7,9,2,4,2,1,7,7,2,9,9,5,Robotics Engineer
7,10,6,7,2,3,6,7,7,9,2,4,Robotics Engineer
10,7,9,5,7,7,6,4,4,2,7,6,Game Developer
5,8,5,4,7,9,7,8,5,8,3,9,IoT Engineer
7,9,2,5,4,5,8,9,10,8,10,5,Mobile App Developer
8,9,1,3,3,7,8,3,7,4,6,4,Game Developer
6,5,2,7,6,4,4,7,9,7,3,9,Systems Engineer
6,9,9,6,5,4,8,5,5,9,7,8,Robotics Engineer
3,7,3,6,10,3,9,6,6,6,9,5,Database Admin
3,10,7,6,9,8,8,3,4,5,5,4,Backend Developer
3,3,7,6,6,9,9,8,7,5,8,8,ML Engineer
9,6,6,5,9,9,5,7,6,6,6,5,Frontend Developer
8,8,4,7,9,7,6,3,7,8,4,6,AR/VR Developer
7,8,2,5,3,2,10,8,5,5,3,6,Full Stack Developer
9,7,2,3,3,8,8,9,5,10,3,9,ML Engineer
6,5,8,5,6,5,4,5,10,7,2,2,IT Support Engineer
9,7,8,6,6,7,2,2,2,8,6,4,Game Developer
7,8,8,9,10,9,3,8,9,8,10,5,QA/Automation Tester
8,8,1,7,2,9,5,9,8,9,2,5,AI Researcher
7,9,6,6,10,7,4,9,5,4,10,5,Cybersecurity Analyst
9,6,8,7,8,1,4,4,9,3,6,6,Digital Marketing Analyst
8,9,4,4,4,4,8,8,4,2,6,6,Full Stack Developer
8,1,9,9,8,6,1,6,8,8,4,8,Digital Marketing Analyst
6,7,2,6,9,7,7,9,6,6,6,8,Data Scientist
9,7,9,3,5,6,3,3,9,10,2,5,Digital Marketing Analyst
4,5,8,9,8,5,6,8,10,5,4,10,DevOps Engineer
6,7,7,6,7,6,4,7,2,7,8,2,Systems Engineer
6,5,8,6,5,7,4,5,10,4,7,3,Product Manager
8,6,8,6,2,9,7,1,8,3,9,3,UI/UX Designer
6,4,2,8,2,9,9,2,5,4,7,5,Mobile App Developer
3,3,4,4,7,4,7,6,2,2,5,7,DevOps Engineer
5,9,9,5,8,4,8,9,4,1,6,10,Data Scientist
7,2,8,5,6,7,8,5,9,5,3,3,Mobile App Developer
2,7,6,3,6,5,4,2,9,8,4,6,Technical Writer
7,4,9,9,4,7,6,5,7,6,4,4,AR/VR Developer
7,8,10,1,7,5,9,7,6,9,7,5,Robotics Engineer
3,7,3,3,10,7,2,8,5,3,9,8,QA/Automation Tester
9,9,1,6,8,2,7,10,10,3,6,6,Cybersecurity Analyst
8,9,2,9,5,10,2,9,5,10,5,8,Robotics Engineer
1,10,8,8,3,6,5,10,4,8,4,6,AI Researcher
4,6,5,6,6,7,8,5,9,6,3,7,Systems Engineer
9,7,4,8,9,4,3,6,9,8,8,7,Database Admin
3,7,4,8,8,6,7,9,5,7,7,6,Systems Engineer
2,6,7,9,3,6,7,5,10,9,5,4,IoT Engineer
9,5,6,8,8,6,6,2,9,2,5,4,Technical Writer
9,3,9,7,2,9,7,9,5,8,7,3,AR/VR Developer
1,7,7,6,9,7,9,5,6,2,5,3,Cybersecurity Analyst
7,6,9,3,9,7,5,3,5,2,8,5,QA/Automation Tester
7,7,2,4,7,10,7,4,2,9,6,5,IoT Engineer
5,8,6,7,8,9,5,2,9,3,10,9,Technical Writer
8,7,5,7,9,6,7,3,4,3,5,4,Cybersecurity Analyst
6,5,7,6,9,4,4,4,7,7,7,8,IT Support Engineer
7,9,8,9,8,6,1,9,3,7,7,6,AI Researcher
7,2,5,3,7,2,6,8,7,6,2,8,ML Engineer
8,8,9,9,5,3,4,8,5,4,5,1,AI Researcher
5,7,6,9,4,1,3,5,7,9,4,7,Blockchain Developer
10,7,8,6,6,9,8,5,8,9,2,8,UI/UX Designer
8,9,1,2,9,5,6,8,4,10,5,10,Data Analyst
10,6,5,5,7,9,2,8,7,4,7,5,UI/UX Designer
7,8,4,9,3,5,9,8,10,3,6,9,ML Engineer
9,3,9,6,3,10,8,5,5,5,7,2,Frontend Developer
10,8,6,6,6,10,10,4,7,7,7,3,Full Stack Developer
1,7,6,7,3,1,9,2,6,6,9,9,Blockchain Developer
5,7,1,6,10,7,6,2,4,8,7,8,QA/Automation Tester
10,10,2,8,9,7,10,9,8,2,7,7,Data Scientist
5,2,1,5,3,5,7,10,4,3,5,8,ML Engineer
9,2,1,3,2,10,8,9,7,3,5,6,UI/UX Designer
9,4,8,2,3,8,4,6,8,2,6,6,Digital Marketing Analyst
4,8,8,6,5,5,3,7,3,8,8,1,Data Analyst
8,5,7,5,10,9,9,7,7,6,6,7,AR/VR Developer
9,5,4,3,7,5,8,4,3,5,3,3,Mobile App Developer
10,3,9,4,7,4,7,7,9,3,8,3,Digital Marketing Analyst
9,10,10,7,9,2,9,5,6,9,7,7,Backend Developer
10,3,7,8,9,6,8,7,8,7,4,4,IT Support Engineer
10,8,2,5,8,2,2,9,4,2,7,4,AI Researcher
3,5,3,6,9,2,8,5,5,5,5,8,DevOps Engineer
8,9,3,7,7,10,3,8,8,8,4,7,Robotics Engineer
9,6,1,9,1,7,7,9,6,6,8,7,ML Engineer
5,6,5,5,6,3,8,9,7,6,4,9,Cloud Engineer
3,9,3,8,3,6,7,8,2,3,3,9,ML Engineer
7,6,9,3,8,4,6,5,8,8,2,10,Technical Writer
1,8,3,5,7,7,7,9,8,3,4,10,Data Scientist
6,7,4,5,2,4,8,6,6,8,3,8,Cloud Engineer
7,9,8,9,9,4,2,5,8,4,10,7,Database Admin
9,9,8,9,3,2,5,9,4,9,5,6,AI Researcher
5,9,8,9,10,7,1,7,2,1,7,3,QA/Automation Tester
4,8,8,5,8,7,2,4,4,5,8,6,Cybersecurity Analyst
2,8,4,9,7,2,8,4,3,7,3,3,Backend Developer
4,10,7,10,3,3,4,5,2,3,9,7,Blockchain Developer
9,5,5,8,7,9,2,4,6,7,7,5,UI/UX Designer
6,8,2,9,8,8,5,5,9,4,10,5,Database Admin
4,7,7,5,4,4,8,4,4,6,3,7,Cloud Engineer
7,6,6,1,7,2,9,6,9,4,5,3,Technical Writer
6,10,9,6,3,10,6,8,8,3,4,8,Data Scientist
7,4,9,8,2,6,5,7,8,7,5,9,Product Manager
2,7,7,6,9,5,7,7,4,6,6,3,Cybersecurity Analyst
9,7,1,5,10,10,8,6,6,4,8,5,Database Admin
8,3,6,8,7,9,8,7,3,4,10,5,Frontend Developer
7,2,10,5,7,8,3,5,9,4,8,6,Technical Writer
4,8,8,1,7,5,5,5,8,10,4,7,IT Support Engineer
9,7,6,5,7,8,3,9,9,7,6,6,Game Developer
2,9,6,1,8,4,9,7,2,2,1,5,Backend Developer
5,7,8,9,9,6,7,6,4,1,7,2,QA/Automation Tester
8,8,4,2,7,5,3,9,8,5,5,5,Data Analyst
9,8,9,6,7,9,5,7,9,7,2,6,UI/UX Designer
6,9,9,6,10,4,1,4,6,2,7,2,QA/Automation Tester
7,7,4,8,6,4,8,10,4,4,3,8,ML Engineer
2,9,7,6,7,2,7,4,4,10,6,2,Systems Engineer
7,7,5,7,8,9,3,1,3,7,8,3,Database Admin
9,6,9,5,4,7,5,7,9,6,4,2,Digital Marketing Analyst
9,3,3,8,6,7,6,6,5,7,3,8,AR/VR Developer
7,8,6,2,8,5,9,5,5,5,4,6,Full Stack Developer
8,9,6,4,7,8,8,2,3,7,5,3,Backend Developer
9,6,9,7,6,6,5,7,9,7,4,10,Product Manager
6,9,4,6,1,3,5,9,4,7,2,4,AI Researcher
3,5,9,2,9,5,3,5,10,8,8,8,IT Support Engineer
7,8,9,9,9,5,5,8,7,2,4,2,Data Analyst
7,8,1,5,3,7,3,7,8,8,5,2,Systems Engineer
7,9,5,5,7,6,3,7,4,7,7,6,Systems Engineer
9,8,7,1,9,8,6,9,5,3,2,9,Data Scientist
7,6,9,7,7,6,8,4,2,10,8,5,IoT Engineer
9,3,7,7,9,5,4,8,9,2,5,7,IT Support Engineer
8,8,4,7,2,5,8,9,4,9,5,6,Cloud Engineer
3,6,8,8,8,6,6,9,6,4,9,6,Database Admin
5,2,5,2,2,9,9,9,8,5,4,9,ML Engineer
6,9,4,6,4,7,8,6,1,8,7,5,Mobile App Developer
9,10,9,6,9,5,7,5,8,8,4,6,Product Manager
9,7,5,5,10,6,5,4,8,4,9,1,QA/Automation Tester
9,3,9,8,8,4,8,8,3,6,8,5,DevOps Engineer
3,7,4,4,5,7,3,6,2,9,4,6,Systems Engineer
8,4,9,8,7,3,7,7,10,8,2,6,Digital Marketing Analyst
7,8,6,2,7,7,10,2,10,7,4,3,Backend Developer
10,6,3,9,6,9,6,6,8,9,3,7,AR/VR Developer
8,8,4,7,3,2,3,9,5,3,6,10,Data Scientist
6,9,5,1,5,5,8,8,8,10,9,3,Robotics Engineer
8,9,9,10,2,4,6,9,9,7,8,10,Digital Marketing Analyst
8,5,7,7,4,8,8,4,6,5,6,4,AR/VR Developer
6,8,4,4,5,2,7,7,9,9,2,9,IoT Engineer
10,10,4,10,1,9,9,9,9,8,3,7,UI/UX Designer
8,9,7,6,6,8,4,9,6,8,6,6,AI Researcher
6,1,8,9,6,5,9,3,8,10,3,9,Product Manager
9,6,7,8,10,9,4,7,9,6,5,7,AR/VR Developer
8,7,8,5,3,8,4,5,3,4,5,9,Game Developer
5,8,3,7,9,7,8,4,9,8,8,5,DevOps Engineer
3,8,9,5,6,5,2,10,2,2,7,9,Data Scientist
5,9,8,3,4,5,7,9,6,3,9,9,AI Researcher
8,9,9,4,3,3,8,4,9,5,3,7,Cloud Engineer
8,5,2,8,6,9,9,5,5,4,4,3,Frontend Developer
8,7,8,2,7,9,6,7,3,4,8,5,Frontend Developer
7,5,9,3,7,10,8,9,9,9,3,9,ML Engineer
1,8,6,8,9,5,6,10,7,5,1,9,Web3 Developer
7,6,5,5,5,7,7,5,5,8,6,8,IoT Engineer
6,7,5,4,5,8,4,3,2,9,4,3,Systems Engineer
1,5,4,4,1,4,7,8,8,7,6,8,ML Engineer
9,8,1,9,9,8,4,5,2,10,3,4,Systems Engineer
6,6,4,4,9,4,6,4,6,5,1,3,Cybersecurity Analyst
10,10,4,8,2,6,8,9,6,9,3,2,Full Stack Developer
6,9,3,10,6,6,8,8,7,5,6,3,Backend Developer
7,8,5,5,9,8,4,9,2,3,8,7,QA/Automation Tester
8,8,9,10,1,8,5,4,9,3,7,10,Digital Marketing Analyst
6,6,5,7,9,3,3,9,8,8,8,5,Systems Engineer
8,8,8,9,4,5,6,6,10,7,7,4,Digital Marketing Analyst
10,9,2,9,6,10,8,7,7,9,3,1,Frontend Developer
6,7,5,2,9,1,4,7,4,9,7,10,QA/Automation Tester
8,9,7,7,9,7,10,8,5,7,6,9,ML Engineer
7,9,3,6,2,9,9,8,2,2,7,9,Mobile App Developer
3,7,5,3,7,9,6,7,5,9,6,7,Data Analyst
4,10,1,5,9,5,7,3,4,8,10,4,Cybersecurity Analyst
5,10,4,8,5,8,4,5,3,10,3,6,Systems Engineer
6,7,2,3,9,2,5,1,10,7,10,6,Database Admin
3,9,6,6,3,8,7,9,6,10,4,5,AI Researcher
6,10,9,5,8,3,10,9,9,4,8,9,Full Stack Developer
3,8,4,5,5,5,8,8,6,9,8,9,ML Engineer
10,4,10,2,6,5,6,7,9,6,7,2,Product Manager
9,5,9,5,8,3,9,5,9,9,10,9,Digital Marketing Analyst
4,7,6,7,8,4,7,9,7,4,4,9,Web3 Developer
7,9,9,9,5,7,7,7,9,6,1,6,Product Manager
8,1,8,2,2,2,5,8,9,4,4,6,Digital Marketing Analyst
8,7,7,5,8,6,8,3,7,10,2,6,IT Support Engineer
3,9,3,5,9,3,8,3,7,9,8,6,IoT Engineer
1,9,4,7,6,5,6,9,6,6,7,5,AI Researcher
6,1,9,5,6,10,8,10,9,3,8,2,Product Manager
9,2,9,8,1,1,4,1,8,8,3,3,Product Manager
7,5,9,6,4,2,10,9,9,7,2,7,Product Manager
2,10,3,5,8,8,5,9,2,6,4,5,Data Analyst
9,2,9,3,9,9,6,6,9,7,6,9,UI/UX Designer
3,6,4,2,9,4,7,2,1,7,10,5,Database Admin
10,5,5,7,6,6,7,8,7,5,4,7,Frontend Developer
9,1,7,6,3,10,7,4,5,7,8,9,UI/UX Designer
5,3,3,4,4,4,8,9,5,7,4,8,ML Engineer
9,6,8,2,5,7,3,7,8,4,4,4,Digital Marketing Analyst
5,9,3,6,7,8,6,4,5,7,5,4,DevOps Engineer
8,9,3,7,8,6,9,4,9,7,8,9,Robotics Engineer
5,7,8,7,4,4,9,8,3,7,6,10,Cloud Engineer
7,6,3,2,9,2,4,6,10,7,8,2,Database Admin
9,6,7,7,7,3,7,8,9,9,5,1,IT Support Engineer
9,9,8,6,8,4,7,6,6,5,9,7,DevOps Engineer
8,3,8,6,2,8,9,4,9,6,6,3,Digital Marketing Analyst
9,5,9,8,8,10,7,5,7,7,5,3,UI/UX Designer
7,7,3,10,7,10,9,9,3,8,5,2,Backend Developer
5,9,8,8,3,5,3,10,7,8,7,5,AI Researcher
9,6,5,4,3,8,9,8,3,9,3,3,Frontend Developer
2,9,3,6,6,7,8,7,7,3,7,6,Cloud Engineer
9,8,6,4,6,7,4,6,10,9,6,5,Systems Engineer
6,8,6,1,10,6,5,5,10,9,4,1,IT Support Engineer
8,9,1,5,6,9,3,8,6,9,5,8,Robotics Engineer
8,2,8,7,9,4,6,7,9,2,6,3,IT Support Engineer
6,8,3,7,4,6,8,5,3,7,10,1,Full Stack Developer
6,5,6,9,8,6,8,8,8,6,8,4,Technical Writer
8,7,3,4,7,3,2,5,9,10,7,3,Robotics Engineer
7,6,9,6,8,7,4,7,8,5,8,8,Product Manager
9,7,5,4,6,7,2,4,4,2,5,4,Game Developer
3,9,9,6,7,8,7,4,7,7,2,2,IT Support Engineer
7,9,10,9,4,2,5,4,7,9,7,7,Robotics Engineer
6,7,2,9,8,7,4,7,9,6,6,9,Blockchain Developer
5,9,2,6,8,7,9,4,2,5,5,7,Backend Developer
8,9,4,3,8,9,5,8,6,8,5,5,Robotics Engineer
10,7,9,7,8,8,6,5,9,5,3,9,Frontend Developer
10,6,1,10,8,6,2,6,10,7,7,5,Systems Engineer
6,6,6,4,5,4,7,8,1,8,4,6,Cloud Engineer
8,8,2,10,5,7,9,3,3,8,8,5,IoT Engineer
9,8,2,9,6,6,6,4,5,9,2,2,Robotics Engineer
8,3,7,2,7,5,9,8,7,3,6,9,ML Engineer
5,2,5,6,7,8,9,4,7,7,1,6,Systems Engineer
7,4,7,2,9,5,7,7,8,4,2,2,IT Support Engineer
6,8,3,5,9,6,6,5,4,1,3,5,Cybersecurity Analyst
4,8,2,9,8,6,9,9,3,6,5,5,Blockchain Developer
10,10,1,8,6,3,10,4,2,5,2,10,Backend Developer
8,10,5,3,8,9,8,1,4,9,2,5,Robotics Engineer
9,6,8,7,6,9,8,10,6,2,4,7,AR/VR Developer
3,5,8,7,9,9,7,5,9,4,6,6,IT Support Engineer
7,10,6,4,9,8,5,10,7,7,3,5,Robotics Engineer
6,8,8,1,6,3,4,4,9,6,5,10,Technical Writer
7,6,6,6,9,9,4,4,6,7,6,7,IT Support Engineer
7,7,9,7,4,9,8,8,5,4,4,3,Full Stack Developer
6,6,5,2,9,9,9,7,2,4,9,5,QA/Automation Tester
4,7,6,6,8,1,6,2,10,3,5,2,DevOps Engineer
1,9,9,7,9,9,8,5,5,5,6,9,Web3 Developer
8,10,7,6,9,5,3,7,7,9,4,6,Cybersecurity Analyst
5,9,7,5,8,3,6,8,2,4,8,9,Data Analyst
5,7,4,3,6,6,7,7,2,3,8,8,Cloud Engineer
9,9,3,4,10,9,8,1,2,3,2,10,Frontend Developer
8,10,8,8,10,10,4,1,10,6,5,5,IT Support Engineer
4,7,10,7,5,4,6,4,3,10,8,4,Systems Engineer
3,6,5,6,9,5,7,1,5,8,5,5,DevOps Engineer
9,6,7,8,9,5,6,3,10,6,3,4,Technical Writer
6,7,2,6,9,5,5,5,3,5,8,5,Cybersecurity Analyst
10,8,8,8,6,8,7,7,7,3,7,9,UI/UX Designer
9,8,10,7,7,7,6,3,8,9,9,6,Robotics Engineer
6,7,10,8,9,5,8,9,8,4,2,9,Data Scientist
5,6,6,3,9,3,3,3,2,2,8,5,Database Admin
6,7,9,4,7,8,3,7,3,8,6,8,Game Developer
2,7,5,9,3,3,9,8,4,4,7,7,Cloud Engineer
9,7,7,4,9,4,4,5,9,6,8,6,IT Support Engineer
8,7,5,8,8,8,7,9,7,9,3,6,Systems Engineer
4,6,7,5,10,9,10,9,3,2,10,9,Data Analyst
2,9,10,8,8,7,3,6,5,4,8,5,Database Admin
9,10,6,6,8,7,2,6,9,4,6,7,IT Support Engineer
6,7,7,6,7,6,8,6,9,5,5,8,Cloud Engineer
9,4,6,8,5,8,4,8,8,4,5,10,AR/VR Developer
5,3,2,7,8,4,9,6,9,8,8,6,DevOps Engineer
4,6,4,4,9,6,3,8,6,8,6,4,Data Analyst
9,6,9,3,8,5,7,3,4,8,5,3,Systems Engineer
7,2,9,4,6,7,5,9,10,6,5,4,Technical Writer
2,5,3,7,9,2,6,3,2,7,6,8,Cloud Engineer
4,10,6,7,9,2,9,7,7,4,4,9,Backend Developer
7,6,1,2,8,9,9,6,2,1,5,8,Cloud Engineer
6,9,5,5,4,3,6,9,9,7,9,8,Cloud Engineer
6,5,3,7,8,9,8,2,5,7,2,9,DevOps Engineer
7,6,9,7,4,5,6,5,9,3,10,8,Product Manager
5,8,2,4,9,5,6,9,7,4,3,8,Data Scientist
3,2,7,8,7,1,7,6,6,6,6,9,IT Support Engineer
4,7,3,7,10,8,5,5,8,9,10,6,QA/Automation Tester
8,4,2,4,4,6,7,6,5,9,5,3,Mobile App Developer
4,10,6,8,5,7,3,9,7,6,4,2,AI Researcher
9,6,9,5,9,10,4,5,8,8,2,6,UI/UX Designer
2,6,7,3,10,3,3,2,4,5,8,2,QA/Automation Tester
4,9,7,10,5,6,5,9,6,2,4,8,Data Scientist
7,9,10,9,8,9,2,8,3,9,9,3,AI Researcher
1,5,4,6,5,8,6,10,3,7,6,7,ML Engineer
7,8,3,5,6,7,6,6,9,5,4,5,Frontend Developer
7,7,9,7,7,3,5,9,2,3,7,7,Data Analyst
6,9,4,6,9,5,8,9,4,3,6,4,Cybersecurity Analyst
3,6,5,7,10,8,10,2,7,6,9,5,Cybersecurity Analyst
8,3,8,7,2,7,6,1,5,7,3,3,AR/VR Developer
5,3,4,6,8,8,6,6,8,8,3,6,DevOps Engineer
9,7,8,4,8,10,6,7,9,3,6,9,Digital Marketing Analyst
5,9,4,8,5,4,3,6,7,8,8,9,Blockchain Developer
7,9,10,3,4,6,3,10,8,6,7,9,Data Scientist
6,9,8,4,6,4,7,8,8,3,9,6,Product Manager
4,9,5,8,9,8,3,10,8,2,4,6,AI Researcher
3,8,8,8,9,5,9,4,5,4,6,3,Cybersecurity Analyst
8,7,4,6,9,2,9,9,6,1,10,6,Data Analyst
2,8,9,2,7,8,8,8,8,3,4,7,ML Engineer
2,8,8,1,9,8,7,9,8,1,5,5,Technical Writer
7,8,6,9,8,3,3,7,3,6,4,9,Blockchain Developer
6,7,7,5,9,1,4,4,5,4,8,2,Database Admin
8,6,4,5,3,9,10,3,3,8,4,7,IoT Engineer
4,7,5,3,8,3,6,8,2,3,6,4,Data Analyst
7,4,5,8,4,6,5,5,3,7,9,4,Frontend Developer
8,7,1,4,9,1,6,9,2,9,7,5,Database Admin
7,9,7,5,8,6,6,4,9,6,7,4,Product Manager
10,2,6,8,4,9,5,8,4,5,5,6,AR/VR Developer
10,7,8,4,3,9,8,6,5,4,4,7,Frontend Developer
7,8,10,5,9,5,3,6,8,5,9,3,Database Admin
7,6,4,2,9,5,5,5,7,9,9,6,Database Admin
7,8,9,8,2,4,5,5,9,7,7,5,Product Manager
6,8,9,7,7,6,8,3,8,5,9,4,Full Stack Developer
8,9,9,8,8,8,3,6,7,4,7,8,AR/VR Developer
2,9,7,6,9,9,7,4,9,6,5,3,IT Support Engineer
2,9,6,5,9,8,5,7,6,4,9,5,Database Admin
9,8,3,6,2,9,7,8,3,5,4,3,Game Developer
7,9,3,5,10,5,7,9,5,6,9,3,Database Admin
7,7,9,5,10,4,9,4,4,6,5,2,Full Stack Developer
9,6,8,7,4,9,3,8,7,8,8,5,Game Developer
9,6,7,8,7,8,6,5,10,7,8,5,IT Support Engineer
10,7,3,8,3,8,8,8,8,4,5,6,Game Developer
7,8,3,8,3,3,8,6,3,9,8,3,IoT Engineer
7,4,2,4,7,10,7,9,8,4,9,8,ML Engineer
7,8,4,7,9,5,3,7,7,3,7,4,QA/Automation Tester
8,6,4,5,8,8,9,6,8,6,8,3,Game Developer
9,9,4,7,9,4,8,4,6,9,7,7,DevOps Engineer
9,5,8,5,7,9,9,8,7,6,4,6,Mobile App Developer
3,6,5,7,8,4,4,3,7,10,9,6,Systems Engineer
4,10,8,9,3,4,4,7,6,7,5,10,Web3 Developer
8,2,8,7,2,4,8,7,9,8,6,9,Product Manager
8,3,9,6,10,6,9,3,8,5,8,6,IT Support Engineer
8,8,6,8,9,5,8,5,6,6,7,8,Web3 Developer
4,7,7,8,5,9,2,9,5,8,9,6,Data Scientist
8,8,3,5,7,5,4,8,7,6,3,6,Data Analyst
8,9,6,9,7,8,8,9,10,4,9,8,AI Researcher
4,7,3,6,10,9,8,3,3,8,8,6,QA/Automation Tester
7,7,9,2,7,6,4,8,10,7,3,6,Product Manager
6,10,4,7,4,4,9,4,5,8,4,5,Robotics Engineer
6,9,6,3,8,10,9,2,9,7,6,5,Backend Developer
10,4,10,8,4,9,3,4,8,5,6,6,UI/UX Designer
7,4,6,6,6,2,9,4,8,7,8,9,Technical Writer
8,8,5,5,6,7,6,7,2,4,2,4,Frontend Developer
2,2,6,7,7,6,7,6,3,9,8,4,DevOps Engineer
7,5,4,4,9,6,8,7,7,8,4,4,Mobile App Developer
7,3,6,9,8,5,7,6,8,7,8,2,Technical Writer
8,7,6,4,8,3,7,3,10,9,6,6,DevOps Engineer
7,1,8,2,8,7,3,6,8,3,6,4,IT Support Engineer
6,6,7,3,7,6,8,10,9,4,3,6,ML Engineer
5,4,9,7,5,6,6,2,9,7,10,6,Product Manager
9,8,9,8,2,10,8,7,7,8,5,6,UI/UX Designer
8,9,3,8,3,7,7,5,5,1,3,6,Blockchain Developer
4,5,8,8,6,8,4,4,7,6,7,3,Systems Engineer
10,7,8,8,4,9,7,2,5,5,4,6,AR/VR Developer
10,9,7,9,9,8,8,2,10,6,3,8,Web3 Developer
8,8,8,4,6,8,10,7,6,2,4,7,Full Stack Developer
7,6,3,4,4,8,5,7,8,5,2,5,Game Developer
1,2,7,7,8,3,8,2,5,3,3,2,DevOps Engineer
6,9,9,9,8,1,8,4,3,8,2,2,Backend Developer
7,8,5,4,2,9,9,7,5,2,3,3,Full Stack Developer
9,8,6,6,2,8,5,3,8,6,5,7,Game Developer
7,8,7,9,5,5,8,4,7,8,9,5,Robotics Engineer
8,8,5,9,1,4,4,8,6,5,6,3,AI Researcher
9,7,9,7,1,10,1,8,3,9,4,7,AR/VR Developer
2,9,5,6,2,7,9,10,4,8,2,6,IoT Engineer
9,7,4,7,7,8,5,6,7,1,10,4,AR/VR Developer
6,9,9,5,6,7,8,4,5,9,1,6,Cloud Engineer
7,8,10,4,6,1,10,7,7,9,4,8,Robotics Engineer
5,9,8,7,3,6,3,6,4,5,6,7,Web3 Developer
2,6,10,4,9,10,4,10,8,4,3,4,Cybersecurity Analyst
6,8,9,3,9,3,2,4,8,7,9,6,QA/Automation Tester
9,10,3,8,7,8,7,6,6,10,5,6,Robotics Engineer
8,5,7,7,7,10,7,6,1,2,2,6,AR/VR Developer
6,8,7,7,7,7,7,7,1,4,5,2,Mobile App Developer
5,9,3,8,9,6,4,8,4,6,7,6,Data Analyst
8,7,7,7,5,7,10,4,3,1,2,7,AR/VR Developer
5,8,8,3,6,5,5,5,9,9,9,6,Product Manager
5,8,3,5,10,4,3,2,1,1,8,5,QA/Automation Tester
2,8,4,8,4,6,7,9,6,5,8,9,AI Researcher
5,9,7,5,10,6,8,7,6,8,8,3,Cybersecurity Analyst
10,10,8,5,2,7,9,4,6,9,6,5,Robotics Engineer
8,9,5,8,8,8,9,7,4,5,7,5,Game Developer
7,8,6,6,8,7,6,3,8,7,5,7,Cybersecurity Analyst
10,2,6,7,9,4,4,8,6,6,2,5,IT Support Engineer
4,6,9,6,7,2,7,8,9,3,6,8,Cloud Engineer
6,9,1,8,6,2,7,9,3,5,2,3,AI Researcher
2,7,3,3,10,7,8,5,7,6,8,5,QA/Automation Tester
9,4,2,5,9,3,7,2,4,10,6,3,Mobile App Developer
4,9,5,5,10,8,1,6,6,3,8,5,QA/Automation Tester
6,7,3,5,6,5,9,8,8,9,2,6,IoT Engineer
10,4,8,6,6,1,8,7,10,7,6,8,Product Manager
8,4,10,2,6,9,8,6,7,4,6,6,UI/UX Designer
